aspect,worker,time,rating
your knowledge skills and access to information,AW42394447213OO,1495630873646,64
your mental health,AW42394447213OO,1495630873754,60
your physical fitness,AW42394447213OO,1495630873818,44
your physical safety and security,AW42394447213OO,1495630873935,65
your sense of connection with other people,AW42394447213OO,1495630873997,43
how happy you feel,AW22047491193OO,1482495098880,77
how much you like your home house or apartment,AW22047491193OO,1482495098972,73
how satisfied you are with your life,AW22047491193OO,1482495099086,71
the extent to which you feel the things you do in your life are worthwhile,AW22047491193OO,1482495099180,73
the quality of your sleep,AW22047491193OO,1482495099291,79
you being a good moral person and living according to your personal values,AW22047491193OO,1482495099384,87
you being able to spend enough time with the ones you love,AW22047491193OO,1482495099465,79
you being able to support your family financially,AW22047491193OO,1482495099527,59
you feeling that your work has value,AW22047491193OO,1482495099593,72
you not feeling anxious,AW22047491193OO,1482495099681,68
your emotional stability,AW22047491193OO,1482495099786,79
your health,AW22047491193OO,1482495099876,79
your knowledge skills and access to information,AW22047491193OO,1482495099956,83
your mental health,AW22047491193OO,1482495100040,90
your physical fitness,AW22047491193OO,1482495100143,66
your physical safety and security,AW22047491193OO,1482495100216,84
your sense of connection with other people,AW22047491193OO,1482495100313,69
how happy you feel,AW25536126140OO,1493251129344,66
how much you like your home house or apartment,AW25536126140OO,1493251129406,70
how satisfied you are with your life,AW25536126140OO,1493251129467,65
the extent to which you feel the things you do in your life are worthwhile,AW25536126140OO,1493251129548,68
the quality of your sleep,AW25536126140OO,1493251129646,67
you being a good moral person and living according to your personal values,AW25536126140OO,1493251129745,81
you being able to spend enough time with the ones you love,AW25536126140OO,1493251129823,72
you being able to support your family financially,AW25536126140OO,1493251129939,57
you feeling that your work has value,AW25536126140OO,1493251130011,64
you not feeling anxious,AW25536126140OO,1493251130115,60
your emotional stability,AW25536126140OO,1493251130232,65
your health,AW25536126140OO,1493251130301,71
your knowledge skills and access to information,AW25536126140OO,1493251130377,77
your mental health,AW25536126140OO,1493251130465,77
your physical fitness,AW25536126140OO,1493251130532,63
your physical safety and security,AW25536126140OO,1493251130644,72
your sense of connection with other people,AW25536126140OO,1493251130745,56
how happy you feel,AW43411237017OO,1502515691520,49
how much you like your home house or apartment,AW43411237017OO,1502515691635,49
how satisfied you are with your life,AW43411237017OO,1502515691727,40
the extent to which you feel the things you do in your life are worthwhile,AW43411237017OO,1502515691847,49
the quality of your sleep,AW43411237017OO,1502515691947,47
you being a good moral person and living according to your personal values,AW43411237017OO,1502515692034,65
you being able to spend enough time with the ones you love,AW43411237017OO,1502515692145,60
you being able to support your family financially,AW43411237017OO,1502515692226,33
you feeling that your work has value,AW43411237017OO,1502515692302,46
you not feeling anxious,AW43411237017OO,1502515692409,41
your emotional stability,AW43411237017OO,1502515692518,53
your health,AW43411237017OO,1502515692580,57
your knowledge skills and access to information,AW43411237017OO,1502515692665,67
your mental health,AW43411237017OO,1502515692766,60
your physical fitness,AW43411237017OO,1502515692829,47
your physical safety and security,AW43411237017OO,1502515692945,61
your sense of connection with other people,AW43411237017OO,1502515693020,39
how happy you feel,AW48273573413OO,1501180198912,52
how much you like your home house or apartment,AW48273573413OO,1501180199031,52
how satisfied you are with your life,AW48273573413OO,1501180199134,49
the extent to which you feel the things you do in your life are worthwhile,AW48273573413OO,1501180199243,58
the quality of your sleep,AW48273573413OO,1501180199313,56
you being a good moral person and living according to your personal values,AW48273573413OO,1501180199385,73
you being able to spend enough time with the ones you love,AW48273573413OO,1501180199480,59
you being able to support your family financially,AW48273573413OO,1501180199573,39
you feeling that your work has value,AW48273573413OO,1501180199671,51
you not feeling anxious,AW48273573413OO,1501180199778,50
your emotional stability,AW48273573413OO,1501180199895,60
your health,AW48273573413OO,1501180199961,61
your knowledge skills and access to information,AW48273573413OO,1501180200045,66
your mental health,AW48273573413OO,1501180200144,75
your physical fitness,AW48273573413OO,1501180200252,49
your physical safety and security,AW48273573413OO,1501180200314,70
your sense of connection with other people,AW48273573413OO,1501180200432,51
how happy you feel,AW38177560169OO,1482510565376,88
how much you like your home house or apartment,AW38177560169OO,1482510565485,97
how satisfied you are with your life,AW38177560169OO,1482510565551,99
the extent to which you feel the things you do in your life are worthwhile,AW38177560169OO,1482510565650,85
the quality of your sleep,AW38177560169OO,1482510565730,80
you being a good moral person and living according to your personal values,AW38177560169OO,1482510565817,88
you being able to spend enough time with the ones you love,AW38177560169OO,1482510565928,86
you being able to support your family financially,AW38177560169OO,1482510566017,91
you feeling that your work has value,AW38177560169OO,1482510566118,92
you not feeling anxious,AW38177560169OO,1482510566222,76
your emotional stability,AW38177560169OO,1482510566313,90
your health,AW38177560169OO,1482510566432,89
your knowledge skills and access to information,AW38177560169OO,1482510566494,91
your mental health,AW38177560169OO,1482510566561,89
your physical fitness,AW38177560169OO,1482510566649,79
your physical safety and security,AW38177560169OO,1482510566723,88
your sense of connection with other people,AW38177560169OO,1482510566802,83
how happy you feel,AW66272455418OO,1502305976320,95
how much you like your home house or apartment,AW66272455418OO,1502305976414,100
how satisfied you are with your life,AW66272455418OO,1502305976495,100
the extent to which you feel the things you do in your life are worthwhile,AW66272455418OO,1502305976585,100
the quality of your sleep,AW66272455418OO,1502305976668,98
you being a good moral person and living according to your personal values,AW66272455418OO,1502305976747,100
you being able to spend enough time with the ones you love,AW66272455418OO,1502305976862,100
you being able to support your family financially,AW66272455418OO,1502305976942,91
you feeling that your work has value,AW66272455418OO,1502305977033,100
you not feeling anxious,AW66272455418OO,1502305977125,84
your emotional stability,AW66272455418OO,1502305977244,96
your health,AW66272455418OO,1502305977332,99
your knowledge skills and access to information,AW66272455418OO,1502305977410,95
your mental health,AW66272455418OO,1502305977499,100
your physical fitness,AW66272455418OO,1502305977604,83
your physical safety and security,AW66272455418OO,1502305977703,96
your sense of connection with other people,AW66272455418OO,1502305977778,92
how happy you feel,AW57594761394OO,1502221697024,74
how much you like your home house or apartment,AW57594761394OO,1502221697130,78
how satisfied you are with your life,AW57594761394OO,1502221697249,61
the extent to which you feel the things you do in your life are worthwhile,AW57594761394OO,1502221697348,71
the quality of your sleep,AW57594761394OO,1502221697419,82
you being a good moral person and living according to your personal values,AW57594761394OO,1502221697514,85
you being able to spend enough time with the ones you love,AW57594761394OO,1502221697607,80
you being able to support your family financially,AW57594761394OO,1502221697703,54
you feeling that your work has value,AW57594761394OO,1502221697768,73
you not feeling anxious,AW57594761394OO,1502221697876,73
your emotional stability,AW57594761394OO,1502221697973,77
your health,AW57594761394OO,1502221698040,73
your knowledge skills and access to information,AW57594761394OO,1502221698144,87
your mental health,AW57594761394OO,1502221698244,86
your physical fitness,AW57594761394OO,1502221698307,61
your physical safety and security,AW57594761394OO,1502221698376,81
your sense of connection with other people,AW57594761394OO,1502221698486,65
how happy you feel,AW16800682186OO,1495956717568,54
how much you like your home house or apartment,AW16800682186OO,1495956717635,55
how satisfied you are with your life,AW16800682186OO,1495956717704,43
the extent to which you feel the things you do in your life are worthwhile,AW16800682186OO,1495956717797,58
the quality of your sleep,AW16800682186OO,1495956717861,56
you being a good moral person and living according to your personal values,AW16800682186OO,1495956717958,72
you being able to spend enough time with the ones you love,AW16800682186OO,1495956718039,64
you being able to support your family financially,AW16800682186OO,1495956718124,36
you feeling that your work has value,AW16800682186OO,1495956718196,47
you not feeling anxious,AW16800682186OO,1495956718276,49
your emotional stability,AW16800682186OO,1495956718342,61
your health,AW16800682186OO,1495956718456,52
your knowledge skills and access to information,AW16800682186OO,1495956718557,71
your mental health,AW16800682186OO,1495956718643,64
your physical fitness,AW16800682186OO,1495956718703,46
your physical safety and security,AW16800682186OO,1495956718768,69
your sense of connection with other people,AW16800682186OO,1495956718876,46
how happy you feel,AW55954246796OO,1495913201664,75
how much you like your home house or apartment,AW55954246796OO,1495913201753,77
how satisfied you are with your life,AW55954246796OO,1495913201863,75
the extent to which you feel the things you do in your life are worthwhile,AW55954246796OO,1495913201970,75
the quality of your sleep,AW55954246796OO,1495913202053,69
you being a good moral person and living according to your personal values,AW55954246796OO,1495913202128,87
you being able to spend enough time with the ones you love,AW55954246796OO,1495913202213,76
you being able to support your family financially,AW55954246796OO,1495913202299,62
you feeling that your work has value,AW55954246796OO,1495913202383,72
you not feeling anxious,AW55954246796OO,1495913202460,66
your emotional stability,AW55954246796OO,1495913202578,79
your health,AW55954246796OO,1495913202668,76
your knowledge skills and access to information,AW55954246796OO,1495913202737,84
your mental health,AW55954246796OO,1495913202813,83
your physical fitness,AW55954246796OO,1495913202924,61
your physical safety and security,AW55954246796OO,1495913203018,79
your sense of connection with other people,AW55954246796OO,1495913203080,68
how happy you feel,AW15425196237OO,1495898521600,86
how much you like your home house or apartment,AW15425196237OO,1495898521661,88
how satisfied you are with your life,AW15425196237OO,1495898521723,85
the extent to which you feel the things you do in your life are worthwhile,AW15425196237OO,1495898521807,84
the quality of your sleep,AW15425196237OO,1495898521878,91
you being a good moral person and living according to your personal values,AW15425196237OO,1495898521976,97
you being able to spend enough time with the ones you love,AW15425196237OO,1495898522084,88
you being able to support your family financially,AW15425196237OO,1495898522161,73
you feeling that your work has value,AW15425196237OO,1495898522280,78
you not feeling anxious,AW15425196237OO,1495898522369,86
your emotional stability,AW15425196237OO,1495898522442,84
your health,AW15425196237OO,1495898522505,83
your knowledge skills and access to information,AW15425196237OO,1495898522615,86
your mental health,AW15425196237OO,1495898522690,97
your physical fitness,AW15425196237OO,1495898522773,77
your physical safety and security,AW15425196237OO,1495898522855,90
your sense of connection with other people,AW15425196237OO,1495898522931,77
how happy you feel,AW68385817102OO,1495601381376,69
how much you like your home house or apartment,AW68385817102OO,1495601381449,69
how satisfied you are with your life,AW68385817102OO,1495601381548,66
the extent to which you feel the things you do in your life are worthwhile,AW68385817102OO,1495601381642,61
the quality of your sleep,AW68385817102OO,1495601381724,60
you being a good moral person and living according to your personal values,AW68385817102OO,1495601381799,70
you being able to spend enough time with the ones you love,AW68385817102OO,1495601381862,70
you being able to support your family financially,AW68385817102OO,1495601381970,57
you feeling that your work has value,AW68385817102OO,1495601382041,59
you not feeling anxious,AW68385817102OO,1495601382158,46
your emotional stability,AW68385817102OO,1495601382224,66
your health,AW68385817102OO,1495601382296,72
your knowledge skills and access to information,AW68385817102OO,1495601382358,72
your mental health,AW68385817102OO,1495601382464,67
your physical fitness,AW68385817102OO,1495601382545,54
your physical safety and security,AW68385817102OO,1495601382652,69
your sense of connection with other people,AW68385817102OO,1495601382742,58
how happy you feel,AW56263590007OO,1483382849536,94
how much you like your home house or apartment,AW56263590007OO,1483382849597,100
how satisfied you are with your life,AW56263590007OO,1483382849678,100
the extent to which you feel the things you do in your life are worthwhile,AW56263590007OO,1483382849751,100
the quality of your sleep,AW56263590007OO,1483382849840,92
you being a good moral person and living according to your personal values,AW56263590007OO,1483382849952,100
you being able to spend enough time with the ones you love,AW56263590007OO,1483382850035,95
you being able to support your family financially,AW56263590007OO,1483382850138,91
you feeling that your work has value,AW56263590007OO,1483382850213,100
you not feeling anxious,AW56263590007OO,1483382850292,80
your emotional stability,AW56263590007OO,1483382850379,96
your health,AW56263590007OO,1483382850471,95
your knowledge skills and access to information,AW56263590007OO,1483382850557,91
your mental health,AW56263590007OO,1483382850633,99
your physical fitness,AW56263590007OO,1483382850705,84
your physical safety and security,AW56263590007OO,1483382850820,92
your sense of connection with other people,AW56263590007OO,1483382850925,91
how happy you feel,AW28876232501OO,1483216257024,57
how much you like your home house or apartment,AW28876232501OO,1483216257113,61
how satisfied you are with your life,AW28876232501OO,1483216257211,61
the extent to which you feel the things you do in your life are worthwhile,AW28876232501OO,1483216257271,57
the quality of your sleep,AW28876232501OO,1483216257386,57
you being a good moral person and living according to your personal values,AW28876232501OO,1483216257471,70
you being able to spend enough time with the ones you love,AW28876232501OO,1483216257562,57
you being able to support your family financially,AW28876232501OO,1483216257673,44
you feeling that your work has value,AW28876232501OO,1483216257746,56
you not feeling anxious,AW28876232501OO,1483216257828,42
your emotional stability,AW28876232501OO,1483216257947,62
your health,AW28876232501OO,1483216258016,58
your knowledge skills and access to information,AW28876232501OO,1483216258097,65
your mental health,AW28876232501OO,1483216258200,61
your physical fitness,AW28876232501OO,1483216258266,50
your physical safety and security,AW28876232501OO,1483216258338,69
your sense of connection with other people,AW28876232501OO,1483216258424,53
how happy you feel,AW33694463923OO,1499766325248,63
how much you like your home house or apartment,AW33694463923OO,1499766325349,77
how satisfied you are with your life,AW33694463923OO,1499766325458,80
the extent to which you feel the things you do in your life are worthwhile,AW33694463923OO,1499766325549,69
the quality of your sleep,AW33694463923OO,1499766325663,65
you being a good moral person and living according to your personal values,AW33694463923OO,1499766325766,70
you being able to spend enough time with the ones you love,AW33694463923OO,1499766325830,64
you being able to support your family financially,AW33694463923OO,1499766325922,70
you feeling that your work has value,AW33694463923OO,1499766326034,71
you not feeling anxious,AW33694463923OO,1499766326101,47
your emotional stability,AW33694463923OO,1499766326206,72
your health,AW33694463923OO,1499766326276,68
your knowledge skills and access to information,AW33694463923OO,1499766326386,66
your mental health,AW33694463923OO,1499766326490,68
your physical fitness,AW33694463923OO,1499766326597,63
your physical safety and security,AW33694463923OO,1499766326677,73
your sense of connection with other people,AW33694463923OO,1499766326739,66
how happy you feel,AW22460144700OO,1495849238528,100
how much you like your home house or apartment,AW22460144700OO,1495849238596,100
how satisfied you are with your life,AW22460144700OO,1495849238670,100
the extent to which you feel the things you do in your life are worthwhile,AW22460144700OO,1495849238790,97
the quality of your sleep,AW22460144700OO,1495849238870,98
you being a good moral person and living according to your personal values,AW22460144700OO,1495849238942,100
you being able to spend enough time with the ones you love,AW22460144700OO,1495849239026,98
you being able to support your family financially,AW22460144700OO,1495849239131,95
you feeling that your work has value,AW22460144700OO,1495849239206,100
you not feeling anxious,AW22460144700OO,1495849239288,93
your emotional stability,AW22460144700OO,1495849239396,100
your health,AW22460144700OO,1495849239508,100
your knowledge skills and access to information,AW22460144700OO,1495849239615,95
your mental health,AW22460144700OO,1495849239675,100
your physical fitness,AW22460144700OO,1495849239748,92
your physical safety and security,AW22460144700OO,1495849239838,100
your sense of connection with other people,AW22460144700OO,1495849239932,97
how happy you feel,AW42656159495OO,1502390910976,43
how much you like your home house or apartment,AW42656159495OO,1502390911095,35
how satisfied you are with your life,AW42656159495OO,1502390911190,33
the extent to which you feel the things you do in your life are worthwhile,AW42656159495OO,1502390911259,41
the quality of your sleep,AW42656159495OO,1502390911372,42
you being a good moral person and living according to your personal values,AW42656159495OO,1502390911492,62
you being able to spend enough time with the ones you love,AW42656159495OO,1502390911555,45
you being able to support your family financially,AW42656159495OO,1502390911617,25
you feeling that your work has value,AW42656159495OO,1502390911682,38
you not feeling anxious,AW42656159495OO,1502390911785,24
your emotional stability,AW42656159495OO,1502390911893,40
your health,AW42656159495OO,1502390911991,43
your knowledge skills and access to information,AW42656159495OO,1502390912075,59
your mental health,AW42656159495OO,1502390912158,50
your physical fitness,AW42656159495OO,1502390912248,33
your physical safety and security,AW42656159495OO,1502390912325,57
your sense of connection with other people,AW42656159495OO,1502390912416,27
how happy you feel,AW14196765353OO,1483268292608,64
how much you like your home house or apartment,AW14196765353OO,1483268292688,62
how satisfied you are with your life,AW14196765353OO,1483268292774,62
the extent to which you feel the things you do in your life are worthwhile,AW14196765353OO,1483268292850,60
the quality of your sleep,AW14196765353OO,1483268292950,58
you being a good moral person and living according to your personal values,AW14196765353OO,1483268293014,70
you being able to spend enough time with the ones you love,AW14196765353OO,1483268293093,65
you being able to support your family financially,AW14196765353OO,1483268293155,55
you feeling that your work has value,AW14196765353OO,1483268293253,59
you not feeling anxious,AW14196765353OO,1483268293364,49
your emotional stability,AW14196765353OO,1483268293438,61
your health,AW14196765353OO,1483268293515,63
your knowledge skills and access to information,AW14196765353OO,1483268293576,76
your mental health,AW14196765353OO,1483268293669,70
your physical fitness,AW14196765353OO,1483268293778,49
your physical safety and security,AW14196765353OO,1483268293853,69
your sense of connection with other people,AW14196765353OO,1483268293955,56
how happy you feel,AW67002250574OO,1483344183296,91
how much you like your home house or apartment,AW67002250574OO,1483344183416,91
how satisfied you are with your life,AW67002250574OO,1483344183500,89
the extent to which you feel the things you do in your life are worthwhile,AW67002250574OO,1483344183616,89
the quality of your sleep,AW67002250574OO,1483344183712,83
you being a good moral person and living according to your personal values,AW67002250574OO,1483344183826,88
you being able to spend enough time with the ones you love,AW67002250574OO,1483344183917,83
you being able to support your family financially,AW67002250574OO,1483344184024,82
you feeling that your work has value,AW67002250574OO,1483344184136,83
you not feeling anxious,AW67002250574OO,1483344184202,71
your emotional stability,AW67002250574OO,1483344184262,84
your health,AW67002250574OO,1483344184372,91
your knowledge skills and access to information,AW67002250574OO,1483344184452,87
your mental health,AW67002250574OO,1483344184538,89
your physical fitness,AW67002250574OO,1483344184613,72
your physical safety and security,AW67002250574OO,1483344184705,91
your sense of connection with other people,AW67002250574OO,1483344184777,79
how happy you feel,AW51872249992OO,1502371512320,61
how much you like your home house or apartment,AW51872249992OO,1502371512380,64
how satisfied you are with your life,AW51872249992OO,1502371512474,62
the extent to which you feel the things you do in your life are worthwhile,AW51872249992OO,1502371512542,61
the quality of your sleep,AW51872249992OO,1502371512643,58
you being a good moral person and living according to your personal values,AW51872249992OO,1502371512758,72
you being able to spend enough time with the ones you love,AW51872249992OO,1502371512869,70
you being able to support your family financially,AW51872249992OO,1502371512953,50
you feeling that your work has value,AW51872249992OO,1502371513044,59
you not feeling anxious,AW51872249992OO,1502371513120,51
your emotional stability,AW51872249992OO,1502371513182,66
your health,AW51872249992OO,1502371513247,63
your knowledge skills and access to information,AW51872249992OO,1502371513334,74
your mental health,AW51872249992OO,1502371513420,72
your physical fitness,AW51872249992OO,1502371513498,54
your physical safety and security,AW51872249992OO,1502371513567,70
your sense of connection with other people,AW51872249992OO,1502371513667,56
how happy you feel,AW10499348166OO,1483322032128,48
how much you like your home house or apartment,AW10499348166OO,1483322032195,48
how satisfied you are with your life,AW10499348166OO,1483322032281,53
the extent to which you feel the things you do in your life are worthwhile,AW10499348166OO,1483322032370,47
the quality of your sleep,AW10499348166OO,1483322032457,40
you being a good moral person and living according to your personal values,AW10499348166OO,1483322032522,61
you being able to spend enough time with the ones you love,AW10499348166OO,1483322032629,44
you being able to support your family financially,AW10499348166OO,1483322032727,45
you feeling that your work has value,AW10499348166OO,1483322032808,47
you not feeling anxious,AW10499348166OO,1483322032921,27
your emotional stability,AW10499348166OO,1483322032995,51
your health,AW10499348166OO,1483322033104,56
your knowledge skills and access to information,AW10499348166OO,1483322033195,55
your mental health,AW10499348166OO,1483322033291,43
your physical fitness,AW10499348166OO,1483322033399,47
your physical safety and security,AW10499348166OO,1483322033496,54
your sense of connection with other people,AW10499348166OO,1483322033615,42
how happy you feel,AW42084185573OO,1499830288384,12
how much you like your home house or apartment,AW42084185573OO,1499830288472,0
how satisfied you are with your life,AW42084185573OO,1499830288565,1
the extent to which you feel the things you do in your life are worthwhile,AW42084185573OO,1499830288677,12
the quality of your sleep,AW42084185573OO,1499830288783,13
you being a good moral person and living according to your personal values,AW42084185573OO,1499830288852,38
you being able to spend enough time with the ones you love,AW42084185573OO,1499830288963,18
you being able to support your family financially,AW42084185573OO,1499830289057,0
you feeling that your work has value,AW42084185573OO,1499830289132,2
you not feeling anxious,AW42084185573OO,1499830289214,0
your emotional stability,AW42084185573OO,1499830289279,17
your health,AW42084185573OO,1499830289376,20
your knowledge skills and access to information,AW42084185573OO,1499830289466,37
your mental health,AW42084185573OO,1499830289529,25
your physical fitness,AW42084185573OO,1499830289639,6
your physical safety and security,AW42084185573OO,1499830289742,33
your sense of connection with other people,AW42084185573OO,1499830289861,0
how happy you feel,AW11927674456OO,1483224121344,59
how much you like your home house or apartment,AW11927674456OO,1483224121447,64
how satisfied you are with your life,AW11927674456OO,1483224121558,57
the extent to which you feel the things you do in your life are worthwhile,AW11927674456OO,1483224121674,62
the quality of your sleep,AW11927674456OO,1483224121734,62
you being a good moral person and living according to your personal values,AW11927674456OO,1483224121814,77
you being able to spend enough time with the ones you love,AW11927674456OO,1483224121895,64
you being able to support your family financially,AW11927674456OO,1483224121990,49
you feeling that your work has value,AW11927674456OO,1483224122083,57
you not feeling anxious,AW11927674456OO,1483224122155,51
your emotional stability,AW11927674456OO,1483224122260,59
your health,AW11927674456OO,1483224122356,65
your knowledge skills and access to information,AW11927674456OO,1483224122453,69
your mental health,AW11927674456OO,1483224122539,67
your physical fitness,AW11927674456OO,1483224122602,55
your physical safety and security,AW11927674456OO,1483224122687,73
your sense of connection with other people,AW11927674456OO,1483224122791,51
how happy you feel,AW117548249OO,1483208654848,76
how much you like your home house or apartment,AW117548249OO,1483208654912,76
how satisfied you are with your life,AW117548249OO,1483208654995,82
the extent to which you feel the things you do in your life are worthwhile,AW117548249OO,1483208655066,83
the quality of your sleep,AW117548249OO,1483208655180,67
you being a good moral person and living according to your personal values,AW117548249OO,1483208655293,81
you being able to spend enough time with the ones you love,AW117548249OO,1483208655396,80
you being able to support your family financially,AW117548249OO,1483208655481,80
you feeling that your work has value,AW117548249OO,1483208655553,76
you not feeling anxious,AW117548249OO,1483208655645,67
your emotional stability,AW117548249OO,1483208655735,71
your health,AW117548249OO,1483208655808,85
your knowledge skills and access to information,AW117548249OO,1483208655894,82
your mental health,AW117548249OO,1483208655972,78
your physical fitness,AW117548249OO,1483208656070,75
your physical safety and security,AW117548249OO,1483208656144,80
your sense of connection with other people,AW117548249OO,1483208656249,70
how happy you feel,AW40631101007OO,1482587504640,76
how much you like your home house or apartment,AW40631101007OO,1482587504758,77
how satisfied you are with your life,AW40631101007OO,1482587504862,64
the extent to which you feel the things you do in your life are worthwhile,AW40631101007OO,1482587504946,71
the quality of your sleep,AW40631101007OO,1482587505060,79
you being a good moral person and living according to your personal values,AW40631101007OO,1482587505135,89
you being able to spend enough time with the ones you love,AW40631101007OO,1482587505237,85
you being able to support your family financially,AW40631101007OO,1482587505343,56
you feeling that your work has value,AW40631101007OO,1482587505453,76
you not feeling anxious,AW40631101007OO,1482587505517,70
your emotional stability,AW40631101007OO,1482587505629,77
your health,AW40631101007OO,1482587505694,75
your knowledge skills and access to information,AW40631101007OO,1482587505762,83
your mental health,AW40631101007OO,1482587505877,87
your physical fitness,AW40631101007OO,1482587505966,63
your physical safety and security,AW40631101007OO,1482587506086,84
your sense of connection with other people,AW40631101007OO,1482587506158,68
how happy you feel,AW67146848783OO,1482496671744,100
how much you like your home house or apartment,AW67146848783OO,1482496671815,100
how satisfied you are with your life,AW67146848783OO,1482496671903,100
the extent to which you feel the things you do in your life are worthwhile,AW67146848783OO,1482496672006,99
the quality of your sleep,AW67146848783OO,1482496672078,90
you being a good moral person and living according to your personal values,AW67146848783OO,1482496672188,99
you being able to spend enough time with the ones you love,AW67146848783OO,1482496672252,100
you being able to support your family financially,AW67146848783OO,1482496672328,91
you feeling that your work has value,AW67146848783OO,1482496672437,100
you not feeling anxious,AW67146848783OO,1482496672522,94
your emotional stability,AW67146848783OO,1482496672642,100
your health,AW67146848783OO,1482496672739,96
your knowledge skills and access to information,AW67146848783OO,1482496672822,99
your mental health,AW67146848783OO,1482496672921,100
your physical fitness,AW67146848783OO,1482496672988,88
your physical safety and security,AW67146848783OO,1482496673072,100
your sense of connection with other people,AW67146848783OO,1482496673177,97
how happy you feel,AW7616130487OO,1502356045824,54
how much you like your home house or apartment,AW7616130487OO,1502356045907,53
how satisfied you are with your life,AW7616130487OO,1502356046016,60
the extent to which you feel the things you do in your life are worthwhile,AW7616130487OO,1502356046080,58
the quality of your sleep,AW7616130487OO,1502356046179,49
you being a good moral person and living according to your personal values,AW7616130487OO,1502356046286,55
you being able to spend enough time with the ones you love,AW7616130487OO,1502356046360,42
you being able to support your family financially,AW7616130487OO,1502356046425,59
you feeling that your work has value,AW7616130487OO,1502356046504,49
you not feeling anxious,AW7616130487OO,1502356046597,26
your emotional stability,AW7616130487OO,1502356046657,49
your health,AW7616130487OO,1502356046734,54
your knowledge skills and access to information,AW7616130487OO,1502356046829,55
your mental health,AW7616130487OO,1502356046941,43
your physical fitness,AW7616130487OO,1502356047014,48
your physical safety and security,AW7616130487OO,1502356047118,54
your sense of connection with other people,AW7616130487OO,1502356047234,42
how happy you feel,AW35818982816OO,1483287035904,91
how much you like your home house or apartment,AW35818982816OO,1483287036021,94
how satisfied you are with your life,AW35818982816OO,1483287036083,83
the extent to which you feel the things you do in your life are worthwhile,AW35818982816OO,1483287036153,90
the quality of your sleep,AW35818982816OO,1483287036260,97
you being a good moral person and living according to your personal values,AW35818982816OO,1483287036365,99
you being able to spend enough time with the ones you love,AW35818982816OO,1483287036478,100
you being able to support your family financially,AW35818982816OO,1483287036562,79
you feeling that your work has value,AW35818982816OO,1483287036631,83
you not feeling anxious,AW35818982816OO,1483287036727,88
your emotional stability,AW35818982816OO,1483287036845,92
your health,AW35818982816OO,1483287036956,93
your knowledge skills and access to information,AW35818982816OO,1483287037057,95
your mental health,AW35818982816OO,1483287037133,99
your physical fitness,AW35818982816OO,1483287037224,77
your physical safety and security,AW35818982816OO,1483287037306,90
your sense of connection with other people,AW35818982816OO,1483287037420,89
how happy you feel,AW38701174442OO,1502320525312,38
how much you like your home house or apartment,AW38701174442OO,1502320525431,38
how satisfied you are with your life,AW38701174442OO,1502320525493,33
the extent to which you feel the things you do in your life are worthwhile,AW38701174442OO,1502320525596,40
the quality of your sleep,AW38701174442OO,1502320525668,38
you being a good moral person and living according to your personal values,AW38701174442OO,1502320525749,54
you being able to spend enough time with the ones you love,AW38701174442OO,1502320525834,38
you being able to support your family financially,AW38701174442OO,1502320525936,23
you feeling that your work has value,AW38701174442OO,1502320526007,41
you not feeling anxious,AW38701174442OO,1502320526091,26
your emotional stability,AW38701174442OO,1502320526209,44
your health,AW38701174442OO,1502320526279,45
your knowledge skills and access to information,AW38701174442OO,1502320526365,52
your mental health,AW38701174442OO,1502320526472,45
your physical fitness,AW38701174442OO,1502320526551,37
your physical safety and security,AW38701174442OO,1502320526645,49
your sense of connection with other people,AW38701174442OO,1502320526712,26
how happy you feel,AW45340741360OO,1493494792192,58
how much you like your home house or apartment,AW45340741360OO,1493494792309,55
how satisfied you are with your life,AW45340741360OO,1493494792399,59
the extent to which you feel the things you do in your life are worthwhile,AW45340741360OO,1493494792502,61
the quality of your sleep,AW45340741360OO,1493494792594,55
you being a good moral person and living according to your personal values,AW45340741360OO,1493494792688,70
you being able to spend enough time with the ones you love,AW45340741360OO,1493494792769,57
you being able to support your family financially,AW45340741360OO,1493494792840,51
you feeling that your work has value,AW45340741360OO,1493494792904,59
you not feeling anxious,AW45340741360OO,1493494792990,38
your emotional stability,AW45340741360OO,1493494793060,56
your health,AW45340741360OO,1493494793121,63
your knowledge skills and access to information,AW45340741360OO,1493494793222,66
your mental health,AW45340741360OO,1493494793309,62
your physical fitness,AW45340741360OO,1493494793387,58
your physical safety and security,AW45340741360OO,1493494793466,69
your sense of connection with other people,AW45340741360OO,1493494793540,48
how happy you feel,AW2797205182OO,1502745460736,84
how much you like your home house or apartment,AW2797205182OO,1502745460797,88
how satisfied you are with your life,AW2797205182OO,1502745460876,80
the extent to which you feel the things you do in your life are worthwhile,AW2797205182OO,1502745460971,85
the quality of your sleep,AW2797205182OO,1502745461059,84
you being a good moral person and living according to your personal values,AW2797205182OO,1502745461140,90
you being able to spend enough time with the ones you love,AW2797205182OO,1502745461226,84
you being able to support your family financially,AW2797205182OO,1502745461309,74
you feeling that your work has value,AW2797205182OO,1502745461405,82
you not feeling anxious,AW2797205182OO,1502745461472,82
your emotional stability,AW2797205182OO,1502745461564,83
your health,AW2797205182OO,1502745461653,90
your knowledge skills and access to information,AW2797205182OO,1502745461724,91
your mental health,AW2797205182OO,1502745461801,94
your physical fitness,AW2797205182OO,1502745461898,72
your physical safety and security,AW2797205182OO,1502745461960,90
